proj_id,display_name,policy_desc,aum,aum_year_ago,class_count,aum_growth_rate
M0000_2552,HI-DIV,ตราสารทุน,2902147262.79,2421979631.37,3,0.19825419883832462
M0001_2524,SSB,ผสม,23098339.46,19779088.98,1,0.16781614579702442
M0001_2530,SF5,ตราสารทุน,150544574.78,110708330.66,1,0.3598305916321909
M0001_2531,TNP,ตราสารทุน,140799480.37,109716191.11,1,0.2833063100854123
M0001_2536,KPLUS,ตราสารทุน,138925326.99,107782213.98,1,0.2889448254957807
M0001_2540,ONE-FAR,ตราสารหนี้,440380668.54,304081181.48,1,0.44823387753432775
M0001_2552,PRINCIPAL SET50,ตราสารทุน,237550832.87,125989669.47,6,0.8854786576495017
M0001_2564,ONE-GLOBALTOP8M10,ผสม,562043879.55,893715351.96,1,-0.37111533519326256
M0001_2569,KFTGB6M56,ตราสารหนี้,2069890704.63,0.0,1,
M0002_2530,SF4,ตราสารทุน,32962416.86,24681566.68,1,0.33550747759906785
M0002_2533,SAN,ตราสารทุน,89231260.69,66782493.85,1,0.33614747736767847
M0002_2545,ES-TM,ตราสารหนี้,41829858957.97,30093012765.88,1,0.3900189815955366
M0002_2560,UGIS,ตราสารหนี้,12342173778.14,12722660747.02,3,-0.029906241818883794
M0002_2563,SCBDPLUS,ผสม,1240938685.64,1955817331.4,4,-0.36551401518069193
M0003_2533,RPF2,ตราสารทุน,148737634.73,108922574.83,1,0.36553542699611175
M0003_2537,ES-EQUITY,ตราสารทุน,1240269168.76,999631715.29,1,0.2407261092153219
M0003_2539,SCBSFF,ตราสารหนี้,91416495473.58,80393018952.49,1,0.13711982289910707
M0003_2561,SI5A4,ผสม,22869412.5,24074693.33,1,-0.05006422360105711
M0004_2535,TISCOEQF,ตราสารทุน,72805383.66,53659029.87,1,0.35681513132805365
M0004_2545,TOF,ผสม,677962727.84,500991923.73,1,0.353240832292089
M0004_2556,TCHRMF,ตราสารทุน,132989121.7,136041367.86,1,-0.022436161941131516
M0004_2559,ES-JPNAE,ตราสารทุน,4291552126.17,374642835.81,7,10.455049225461392
M0004_2564,SCBAA,ผสม,1048975381.52,2375398290.96,4,-0.5584002120772495
M0004_2565,B-SMEQ,ตราสารทุน,109129751.64,93712563.44,1,0.16451570242095603
M0005_2535,TISCOEGF,ตราสารทุน,376669299.81,370158283.07,1,0.017589817755796933
M0005_2537,SCBDAFUND,ตราสารทุน,307450695.45000005,100860142.73,4,2.0482873326189672
M0005_2539,TISCOFLEXP,ผสม,180716985.42,140832426.82,1,0.2832057893241948
M0005_2558,SCBCHAFUND,ตราสารทุน,15024392690.710001,6912091909.89,8,1.1736390208024736
M0005_2563,UINC,ตราสารหนี้,146678607.57,265460530.5,2,-0.44745605949883394
M0005_2564,MFTECH,ตราสารทุน,783102992.42,1123597560.48,1,-0.3030396113663161
M0005_2565,SCBCIO,ผสม,71498382708.78,1355126789.6399999,6,51.76139712932257
M0006_2539,SCBRFFUND,ตราสารหนี้,6890923170.56,7741367750.900001,5,-0.10985714769087529
M0006_2543,TISCOAGF,ผสม,104184992.46,108980253.55,1,-0.04400119226920263
M0006_2563,SCBSPLUS,ผสม,4241104650.88,5843434571.2,4,-0.27421029546856845
M0006_2568,METHETF-UI,อื่น ๆ,94631984.19,34000420.86,1,1.7832592008097867
M0007_2538,SCBPMOFUND,ตราสารทุน,46206244.19,34523665.879999995,4,0.33839333142103745
M0007_2564,ASP-TRIGGER 6M3,ผสม,262086304.74,282377555.07,1,-0.07185858070401485
M0007_2565,KT-EPIC,ตราสารทุน,1155666504.0,895128802.92,6,0.29106168880958805
M0008_2537,RKF4,ตราสารทุน,218631199.39,170008981.5,1,0.28599793646784466
M0008_2564,DAOL-NUCLEAR,ตราสารทุน,554744493.12,0.0,1,
M0008_2565,B-GLOB-INFRA,ตราสารทุน,306300305.77,213973109.12,1,0.4314897186366591
M0008_2569,A-JEDI,ตราสารทุน,374462806.96,0.0,1,
M0009_2540,ES-MF,ตราสารหนี้,7364766295.11,5869660134.91,1,0.25471767118300526
M0009_2543,K-FEQ,ผสม,1093772486.38,1004727261.97,1,0.08862626483868508
M0009_2553,KF-HSHARE-INDX,ตราสารทุน,1769716295.2,1309614413.4,1,0.35132622021583493
M0009_2561,KKP GNP-H FUND,ตราสารทุน,3598857662.53,2096992400.24,5,0.7161996686865018
M0009_2564,KT-ASIAG,ตราสารทุน,10638516165.26,2250464170.1,6,3.727254184538861
M0009_2565,M-EUBANK,ตราสารทุน,545901874.69,85827631.83,1,5.360444335354325
M0010_2561,TISCOINA,ตราสารทุน,1118681690.28,1574925110.31,3,-0.2896921364979669
M0010_2562,TGHDIGI,ตราสารทุน,721898640.59,957063251.7,1,-0.24571480588381678
M0011_2547,TSF,ตราสารทุน,3522699986.02,2037584379.94,3,0.7288609103509773
M0012_2537,B-INFRA,ตราสารทุน,1401075074.14,1093920498.17,1,0.28078327125584845
M0012_2563,TTHREIT,ผสม,350075865.55,255950884.21,1,0.36774626362600604
M0012_2566,KFNDQ,ตราสารทุน,878199080.3100001,985563011.13,3,-0.10893664799463354
M0012_2569,SCBCR1YAE,ผสม,5754518973.07,0.0,1,
M0013_2536,ES-CSD,ผสม,1600027268.03,1578950498.08,1,0.013348594509852818
M0013_2537,BKD,ตราสารทุน,2247682673.06,2274697514.97,1,-0.011876234854178436
M0013_2563,ES-CHINAA,ตราสารทุน,39033908874.72,8269461228.65,8,3.720248126865254
M0014_2535,ES-STSD,ผสม,161848034.27,203359888.78,1,-0.20413000203254728
M0014_2536,K-SELECT,ตราสารทุน,1114656307.1399999,904852093.02,3,0.23186575545155153
M0014_2537,BTK,ตราสารทุน,736399279.22,567806926.8,1,0.2969184496746793
M0014_2556,ES-IPLUS,ตราสารหนี้,69263230166.86,44223795911.21,1,0.5661982138738777
M0014_2564,UEV-M,ตราสารทุน,672742207.02,736248915.16,2,-0.0862571160817247
M0014_2565,DAOL-BOND6M3,ตราสารหนี้,121203654.22,182731138.6,1,-0.33671045258840193
M0014_2566,DAOL-ALPHABONDS,ตราสารหนี้,8075754.13,12846666.4,1,-0.37137356271662825
M0015_2536,ONE-UB 3,ตราสารทุน,43756552.73,46572250.45,1,-0.06045870003690157
M0015_2537,BTP,ตราสารทุน,5144377976.88,4848511949.0,1,0.06102202716877336
M0015_2564,SCBAO,ตราสารทุน,3837756923.96,4598849321.36,4,-0.16549626748260693
M0015_2569,DAOL-COPPER,ตราสารทุน,1108898408.88,0.0,1,
M0016_2536,ONE-MIDSMALL,ตราสารทุน,70675398.2,65133808.95,1,0.08508007345699697
M0016_2560,ONE-POWER,ผสม,11245225.38,13687281.32,2,-0.17841789635985938
M0016_2563,BCAP-USND100,ตราสารทุน,2365809014.03,971802393.84,1,1.434454812034053
M0016_2564,KTF19,ตราสารหนี้,178824874.7,252819816.35,1,-0.2926785673618342
M0016_2565,LHTREASURY,ตราสารหนี้,2337628083.22,2323759544.42,2,0.005968147105969601
M0017_2535,ONE-G,ตราสารทุน,70975868.48,51259984.16,1,0.38462525190136554
M0017_2538,K-FIXED,ตราสารหนี้,61424712069.19,197068024367.90002,2,-0.6883070591172206
M0017_2540,MFF,ตราสารหนี้,192099883.3,165790818.69,1,0.1586883086643862
M0017_2564,KTF20,ตราสารหนี้,191957238.55,272914910.58,1,-0.2966407070172471
M0017_2565,SCBEV,ตราสารทุน,1321035820.53,498030871.96,8,1.6525179359485587
M0018_2564,ES-GENOME,ตราสารทุน,359415870.08,141205433.84,1,1.5453402203151363
M0018_2569,TLGOLDPLUS,ผสม,23228445.43,0.0,1,
M0019_2535,RRF1,ตราสารทุน,37314005.82,28146587.07,1,0.3257026767473019
M0019_2537,TS,ตราสารทุน,14275274.29,10648353.51,1,0.34060859987357794
M0020_2537,DE-1,ตราสารทุน,39213391.09,28402080.59,1,0.3806520605327246
M0020_2539,ABG,ตราสารทุน,1354554753.22,1253548455.6,1,0.08057630095491941
M0020_2543,KTSF,ตราสารทุน,1852884341.66,1273726536.01,1,0.4546955639820738
M0020_2569,DAOL-CHINABIO,ตราสารทุน,79863682.95,0.0,1,
M0021_2536,THANA1,ตราสารทุน,81199105.87,77603481.24,1,0.04633329036979705
M0021_2538,RKBC,ผสม,159993583.66,145745420.33,1,0.09776062464082225
M0021_2541,ES-TSB,ตราสารหนี้,630851236.46,721864890.04,1,-0.12608128589680634
M0021_2554,UOBID,ตราสารหนี้,1270078954.03,1174852490.61,1,0.08105397416364779
M0021_2558,UOBGARMF,ผสม,166083448.62,112138289.6,1,0.48105922796239997
M0021_2559,KT-JAPANSM,ตราสารทุน,1265877138.3000002,747491617.15,6,0.6935001132540797
M0022_2537,SCDF,ตราสารทุน,4332099.67,3372513.87,1,0.28453131313585955
M0022_2562,ONE-SETHD,ตราสารทุน,70973899.11,63565277.37,1,0.1165513948263921
M0022_2564,KTF23,ตราสารหนี้,80056989.0,189545385.53,1,-0.5776368347024248
M0022_2565,BCAP-GPE22A UI,ทรัพย์สินทางเลือก,1562315534.03,1118739153.01,1,0.3964966988297003
M0022_2567,KT-JAPANALL,ตราสารทุน,15585580983.0,1456188263.28,6,9.702998627316337
M0022_2569,KKP EUROPE-H,ตราสารทุน,28333548.67,0.0,1,
M0023_2536,AGF,ตราสารทุน,30236883.59,23868167.49,1,0.26682886747247325
M0023_2538,K-VALUE,ตราสารทุน,5770914339.04,1958399334.75,5,1.9467505613591762
M0023_2540,KFSEQ-D,ตราสารทุน,789505079.73,769100413.48,1,0.02653056205973625
M0023_2547,B-ACTIVE,ผสม,129660657.16,156734264.47,1,-0.17273572821839522
M0023_2563,K-AB22B,ตราสารหนี้,181111105.81,319239133.99,1,-0.4326788713326317
M0023_2564,KTF24,ตราสารหนี้,70605372.65,128844643.52,1,-0.45201157982915885
M0023_2569,KKP EUROPE-UH,ตราสารทุน,55383781.22,0.0,1,
M0024_2535,ES-PPSD,ตราสารทุน,633250914.35,487218092.47,1,0.2997278305895257
M0024_2536,UNF,ตราสารทุน,38883868.87,29391448.2,1,0.3229653947436315
M0024_2537,BKA2,ตราสารทุน,574792013.53,521064187.28,1,0.10311172320336182
M0024_2540,KFSPLUS,ตราสารหนี้,60875311303.29,55927306113.5,2,0.08847208159371056
M0024_2560,SCBUSHY,ตราสารหนี้,130323031.32,497408729.90999997,3,-0.7379960915772823
M0025_2536,ONE-EQ,ตราสารทุน,41408740.81,39164790.21,1,0.05729510072613775
M0025_2537,SF8,ตราสารทุน,67099041.7,48173552.93,1,0.39286055561441025
M0025_2561,TGINC,ผสม,1872239399.91,4308481999.55,3,-0.5654526582435423
M0026_2537,SF7,ตราสารทุน,147849748.68,107786705.03,1,0.371688174704379
M0026_2539,SCBSETFUND,ตราสารทุน,36386247626.880005,29490456581.289997,5,0.2338312744186195
M0026_2551,SCBAEMFUND,ตราสารทุน,1308816842.82,1088408035.49,5,0.20250567814925424
M0026_2569,MCMIDSMALL,ตราสารทุน,114393651.06,0.0,1,
M0027_2535,K-EQUITY,ตราสารทุน,2142837579.93,1898386732.87,1,0.12876767564132563
M0027_2541,ABCC,ตราสารหนี้,137675120.16,524804642.43,1,-0.7376640581483356
M0027_2562,KT-SAGA,ผสม,5059484303.75,3346968841.95,5,0.5116616086578984
M0027_2565,FP SENERGY,ตราสารทุน,8947655.05,4356040.64,2,1.0540797915971698
M0028_2547,TEF-DIV,ตราสารทุน,143169070.93,124088540.87,1,0.15376544785057567
M0028_2553,KF-LATAM,ตราสารทุน,208939925.41,39279610.55,1,4.319297276230251
M0029_2559,TUSFIX,ตราสารหนี้,297212224.67,210783953.46,1,0.4100324991124209
M0029_2564,B-SIP,ตราสารทุน,2178291412.7,2188656861.03,1,-0.0047359860353450856
M0030_2563,TBIOTECH,ตราสารทุน,663986543.47,246072793.36,1,1.698333832048632
M0030_2569,SCBCR1YAF,ผสม,5285605358.46,0.0,1,
M0031_2536,SCIF,ตราสารทุน,104801122.86,77754006.35,1,0.34785495667259614
M0031_2543,KTFIXPLUS,ตราสารหนี้,6404593153.75,12481858892.02,7,-0.4868878739011675
M0031_2557,SCBEUEQFUND,ตราสารทุน,1269916192.77,735823823.2,5,0.7258427258406819
M0031_2561,LHEME,ตราสารทุน,170842490.26,61397077.03,3,1.782583447360572
M0031_2564,ES-INTERNET,ตราสารทุน,422549332.03,435874103.24,1,-0.030570229134863736
M0032_2536,SCIF2,ตราสารทุน,21381430.02,15596000.8,1,0.3709559453215723
M0032_2540,TBF,ผสม,335698606.87,303412013.43,1,0.1064117174366559
M0032_2543,ES-TSARN,ตราสารหนี้,592327649.0,665572634.03,1,-0.11004807181825704
M0032_2561,KTSUK,ผสม,365506708.72,429751940.56,5,-0.14949375622663497
M0033_2544,B-FLEX,ผสม,338012151.94,381839515.43,1,-0.11477953883490766
M0033_2560,SCBGMT,ผสม,274454256.75,264561236.52,3,0.037394065586218606
M0033_2561,KTSRI,ผสม,702971250.43,394581751.75,5,0.7815604682990764
M0033_2563,TCHTECH,ตราสารทุน,2613474342.45,1893522820.63,2,0.38021803274621346
M0034_2538,BBASIC,ตราสารทุน,797215365.21,818225100.98,1,-0.02567720758607417
M0034_2539,BCAP,ตราสารทุน,511609733.65,472173676.52,1,0.0835202364957115
M0034_2543,TFIF,ตราสารหนี้,877641457.38,828537221.92,1,0.05926617919012611
M0035_2536,BKA,ตราสารทุน,1721718396.2,1704976701.59,1,0.009819309902820095
M0035_2537,TISCOEDF,ตราสารทุน,79236470.26,62671146.54,1,0.2643213764954364
M0035_2538,KAF,ผสม,7210902.87,6729019.79,1,0.07161267094445556
M0035_2542,TEF,ตราสารทุน,1817307755.65,1411439077.43,1,0.2875566396808431
M0035_2543,TCMF-M,ตราสารหนี้,47901641344.96001,38768421665.83,3,0.23558399559969478
M0035_2547,ABSL,ตราสารทุน,139717227.2,128319762.61,1,0.08882080482520927
M0035_2560,KFTSTAR,ตราสารทุน,1166301446.38,955293387.96,2,0.22088298849278276
M0035_2561,KTMEE,ผสม,583541113.5,741908170.18,5,-0.21345910861391015
M0035_2564,ONE-GLOBALTOP8M11,ผสม,796677345.12,1360252396.28,1,-0.4143165288304269
M0035_2567,SCBVNALPHA,ตราสารทุน,9077501140.57,8094200335.6,1,0.12148214328785945
M0036_2537,KKF,ตราสารทุน,11307564.37,8252675.66,1,0.37016948634086977
M0036_2561,KTMUNG,ผสม,781714218.63,729969240.6999999,5,0.07088651828723558
M0036_2564,ONE-GLOBALTOP8M12,ผสม,382051896.69,657112034.86,1,-0.4185894087735017
M0036_2565,K-DFIXED,ตราสารหนี้,71412507.78,277272120.31,1,-0.7424461294552143
M0036_2569,A-GRID,ตราสารทุน,1079943703.05,0.0,1,
M0037_2536,K-STEQ,ตราสารทุน,609872629.12,280105112.25,2,1.1772991725180484
M0037_2552,KF-GOLD,ทรัพย์สินทางเลือก,3453281003.74,1556605798.23,1,1.2184685471856067
M0037_2563,BCAP-2030 RMF,ผสม,172479837.62,170774093.58,1,0.009988306799010527
M0037_2564,P-CGREEN,ตราสารทุน,293261545.9,391378803.74,1,-0.25069640180407193
M0037_2567,MFAI-Roll6M2,ตราสารหนี้,1261760130.01,1164208035.75,1,0.08379266528353368
M0038_2559,K-SFPLUS,ตราสารหนี้,232613092123.24,135402394844.99,3,0.7179392756644942
M0038_2561,ONE-VIETNAM,ตราสารทุน,926416194.12,1498139413.84,4,-0.38162217376991026
M0039_2536,STD,ตราสารทุน,87562084.27,66022321.87,1,0.3262496954047218
M0039_2553,TW-E20,ผสม,61509531.16,104434486.13,1,-0.4110228006155652
M0040_2536,STD2,ตราสารทุน,52161376.95,38481957.5,1,0.3554761851706738
M0040_2565,UST,ผสม,72768622.74,104043631.85,3,-0.30059513065719645
M0041_2536,ONE-FAS,ผสม,27832046.77,54344287.85,1,-0.4878569970992821
M0041_2543,ES-SET50,ตราสารทุน,37526654305.78,30722365540.53,4,0.22147672047823108
M0041_2554,ABIG,ตราสารทุน,353561802.1,631907059.94,1,-0.44048448812461294
M0041_2563,BCAP-2040 RMF,ผสม,106896837.83,96199277.74,1,0.11120208323094216
M0042_2562,B-TOPTEN,ตราสารทุน,272516673.4,0.0,1,
M0042_2563,BCAP-2050 RMF,ผสม,104232640.18,78532951.18,1,0.3272472078770541
M0042_2565,TCHSTRATEGY,ตราสารทุน,24465574.69,26948803.04,1,-0.09214614639151697
M0042_2569,MKAI6S40,ตราสารหนี้,1096638442.6,0.0,1,
M0043_2552,TISCOOIL,ทรัพย์สินทางเลือก,25347171.75,19268465.25,1,0.31547434739256164
M0044_2563,B-INCOMESSF,ผสม,509115689.54,419028353.89,1,0.21499102581886143
M0044_2564,ES-AUTOMATION,ตราสารทุน,85930982.92,357741931.99,1,-0.7597961680309759
M0044_2567,MGOV-Roll3M,ตราสารหนี้,286440637.99,476002800.29,1,-0.39823749394858843
M0044_2569,KFSGB6M27,ตราสารหนี้,1917470021.75,0.0,1,
M0045_2561,K-EUSMALL,ตราสารทุน,239829603.57,455732251.18,1,-0.4737488888508029
M0045_2564,ABGS-M,ตราสารทุน,50676891.59,120318794.02,3,-0.5788115065251049
M0045_2565,K-VIETNAMRMF,ตราสารทุน,2584598848.16,2600327976.89,1,-0.0060489018576849185
M0045_2568,KT-GFO,ตราสารทุน,2865555885.2,1573648496.6,5,0.8209631257496668
M0046_2561,M-VI,ผสม,45910864.88,44071900.77,1,0.04172645331539204
M0046_2565,PRINCIPAL MAGLOBAL,ผสม,563302008.75,405082244.8,8,0.39058676597419706
M0047_2563,M-FOCUS,ตราสารทุน,24644981.32,33889109.34,1,-0.27277577369343764
M0047_2566,B-DYNAMIC BOND,ตราสารหนี้,6453569102.32,4811867944.05,1,0.3411775172051439
M0047_2569,SCBCR1YAG,ผสม,1824359231.21,0.0,1,
M0048_2536,TDF,ตราสารทุน,46482431.22,38214134.63,1,0.21636749517046416
M0048_2565,MGMVOL,ตราสารทุน,94869370.24,94732356.95,1,0.001446319868007695
M0048_2568,ES-ALOVE-UH,ตราสารทุน,387777329.96,96277892.07,1,3.027688201545396
M0049_2564,TNEWENGY,ตราสารทุน,97890803.88,75796535.59,1,0.29149443464689084
M0049_2565,SCBRMUSA,ตราสารทุน,356008759.6,340874836.02,2,0.04439730358715033
M0049_2568,LHQTUM,ตราสารทุน,947988243.27,244005144.6,4,2.885115802882133
M0050_2536,SYRUS-M,ตราสารทุน,30101801.65,31453464.43,1,-0.04297341499560847
M0050_2558,BMSCITH,ตราสารทุน,871578403.61,775710390.8,1,0.12358737738594705
M0050_2564,ES-FINTECH,ตราสารทุน,187564975.4,474271478.81,1,-0.6045198082106447
M0050_2565,LHUSFIN,ตราสารทุน,36190446.05,110987857.73,5,-0.6739242761308138
M0050_2567,KFGLOBAL,ตราสารทุน,280261768.65000004,598594287.8199999,3,-0.5318001284798828
M0051_2569,TLWORLD-X,ตราสารทุน,997776202.85,0.0,1,
M0052_2536,KPLUS2,ตราสารทุน,64718039.99,50802663.86,1,0.2739103636050946
M0052_2558,ES-GQG,ตราสารทุน,21262013964.67,21436626049.94,1,-0.008145502228905532
M0052_2564,LHGREEN,ตราสารทุน,101965708.68,41286356.45,7,1.469719235299583
M0052_2567,TISCOAI,ตราสารทุน,297239916.34,549334359.29,1,-0.45890892984707043
M0052_2568,ASP-CRYPTO-UI,อื่น ๆ,102876766.54,59049720.75,1,0.7422058094999544
M0052_2569,BP2/26 (AI),ตราสารหนี้,4493218488.48,0.0,1,
M0053_2563,B-FUTURESSF,ตราสารทุน,1347298396.51,1239956860.1,1,0.08656876691769999
M0053_2564,LHCYBER,ตราสารทุน,239756717.82,495485756.51,5,-0.5161178405838571
M0053_2569,SCBSB6M71,ตราสารหนี้,730819387.68,0.0,1,
M0054_2560,K-FIXEDPLUS,ตราสารหนี้,27965936489.8,45842266529.56,2,-0.3899530148282042
M0054_2568,MPINFRA-UI,อื่น ๆ,3677165544.67,2216321172.42,2,0.6591302697591002
M0054_2569,SCBCR1YAH,ผสม,2806472979.81,0.0,1,
M0055_2558,KTMSEQ,ตราสารทุน,378138425.78,215803510.76,1,0.7522348197594262
M0055_2564,DAOL-DEWORLD,ตราสารทุน,9747328.72,10160451.64,1,-0.040659897279920476
M0055_2565,KT-BLOCKCHAIN,ตราสารทุน,3931617151.9800005,3717109918.74,6,0.057708068345935004
M0055_2568,TLUSNDQ-UH,ตราสารทุน,5003773091.22,2178784161.08,4,1.2965896212223629
M0056_2545,ES-EQRMF,ตราสารทุน,1371552766.06,1197739470.95,1,0.14511778172605272
M0056_2561,ASP-DISRUPT,ตราสารทุน,145004237.5,175042836.52,1,-0.17160713124394478
M0056_2564,BCAP-GMA,ผสม,9088001478.91,7788262042.87,1,0.16688439973971936
M0057_2545,M-FIX,ตราสารหนี้,2131831115.84,2091718521.12,1,0.019176860708066013
M0057_2559,B-ASEAN,ตราสารทุน,226594612.9,329098051.72,1,-0.3114677777163233
M0057_2561,KFHASIA,ตราสารทุน,1658252666.75,552182222.78,3,2.003089556924544
M0057_2564,BCAP-GMA PLUS,ผสม,3648728002.77,3369441710.63,1,0.0828880022642624
M0057_2567,SCBLOWBETA,ตราสารทุน,63302990.06,17139705.37,9,2.6933534558184764
M0058_2547,KFDNM-D,ตราสารทุน,345214555.72,316104609.65,1,0.09208959686551688
M0058_2563,LHWPLUS,ผสม,49393039.12,84135820.81,3,-0.4129368603707808
M0058_2565,KKP S-PLUS FUND,ตราสารหนี้,48548671626.9,20016073762.81,4,1.4254842484195756
M0059_2544,TSFIRMF,ตราสารหนี้,477772727.02,448413962.22,1,0.06547245909706079
M0059_2545,BFLRMF,ผสม,15650356470.91,14224973968.61,1,0.10020281973417777
M0059_2554,K-INDIA,ตราสารทุน,3551759584.14,3282426888.85,2,0.08205291523929747
M0059_2561,LHDIGITAL,ตราสารทุน,104840191.39999999,130842142.25,4,-0.19872764541196597
M0059_2564,SCBCLEAN,ตราสารทุน,1562173421.9,420997453.72999996,8,2.7106481477721127
M0059_2569,A-AIRR,ตราสารทุน,29931705.18,0.0,1,
M0060_2564,KFCLIMA,ตราสารทุน,291940341.37,529606028.72,3,-0.44875940692067284
M0061_2544,K-FLRMF,ผสม,10218210062.94,8838038807.0,1,0.15616261549415933
M0061_2561,SCBFIN,ตราสารหนี้,3582676417.6800003,4823014703.7,4,-0.2571707453158847
M0061_2564,KT-CLIMATE,ตราสารทุน,1414374423.8600001,2979585752.6099997,6,-0.5253117240807506
M0062_2544,K-BLRMF,ผสม,5915566265.38,5880895614.04,1,0.005895471304953492
M0062_2545,BFRMF,ตราสารหนี้,13633872792.3,13401081180.46,1,0.01737110675662734
M0062_2560,LHSTRATEGY,ตราสารทุน,97241310.62,92763864.56,7,0.04826713592881826
M0062_2566,KT-ARB,ตราสารหนี้,233183904.0,760948297.3199999,6,-0.6935614353547339
M0063_2544,K-SFRMF,ตราสารหนี้,15373152772.6,12544585129.19,1,0.22548116293046672
M0063_2565,PRINCIPAL VNTG7M1,ผสม,243586401.1,375074341.17,1,-0.3505650097520373
M0063_2569,MKAI6S41,ตราสารหนี้,508132717.94,0.0,1,
M0064_2544,K-GBRMF,ตราสารหนี้,12475047108.73,12565310359.22,1,-0.0071835273391211985
M0064_2563,B-ENHANCED,ตราสารหนี้,581287090.87,587838900.19,1,-0.011145586516786099
M0064_2565,UBOT,ตราสารทุน,36798209.71,65830070.42,1,-0.4410121472569435
M0065_2544,K-FIRMF,ตราสารหนี้,16849035341.33,15659675722.48,1,0.07595046282744122
M0065_2549,ABWOOF,ตราสารทุน,67929163.55,182701725.99,1,-0.628196377555196
M0065_2558,SCBINDIAFUND,ตราสารทุน,1621972638.8799999,1292835203.63,5,0.2545857618402201
M0065_2560,ES-DIV,ตราสารทุน,2682752695.09,3134921070.54,1,-0.14423596807562122
M0065_2562,ASP-DGOV,ตราสารหนี้,3839930855.92,5150223588.6,3,-0.25441472785382135
M0065_2568,K-WORLDXRMF,ตราสารทุน,1247971142.14,61552611.75,1,19.274869037380856
M0066_2546,ABFC,ผสม,36766185.29,109440823.7,1,-0.6640541979948567
M0066_2560,K-SEMQ,ตราสารทุน,5274365226.44,1221301950.67,1,3.318641449435588
M0066_2564,MCANN,ตราสารทุน,38230686.41,26493922.28,1,0.4429983603771632
M0066_2567,MGPROP,ตราสารทุน,133402948.91,268828492.23,2,-0.5037618676376565
M0067_2544,KFFLEX-D,ผสม,759485978.36,743462948.39,1,0.02155188769621752
M0067_2545,BERMF,ตราสารทุน,9520537928.26,7897831336.38,1,0.20546230006271227
M0068_2544,M-RMF,ตราสารหนี้,572338081.14,363680739.45,2,0.5737376744381781
M0068_2553,M-ACTIVE,ตราสารทุน,10875077.8,12213541.2,1,-0.10958847872883903
M0068_2563,BCAP-GW10 SSF,ผสม,12555617.88,12420218.87,1,0.010901499516006607
M0068_2564,ASP-NCLR,ตราสารทุน,192998549.93,206775678.18,1,-0.0666283789818205
M0069_2544,F-RMF,ตราสารหนี้,502264644.83,174343411.63,1,1.8808926023309116
M0069_2563,BCAP-GW90 SSF,ผสม,80046187.66,63764257.22,1,0.2553457242326831
M0070_2544,V-RMF,ตราสารทุน,681731761.92,518697370.71000004,2,0.314315052314293
M0070_2557,K-GB,ตราสารหนี้,423658809.15999997,985876953.45,2,-0.5702721240440414
M0070_2563,BCAP-GW25 SSF,ผสม,14233238.6,13498968.09,1,0.05439456594789238
M0070_2569,TLA-GFIX,ตราสารหนี้,1165239477.14,0.0,1,
M0071_2544,ES-GOVRMF,ตราสารหนี้,2330943264.49,2945720486.4,1,-0.20870181836611623
M0071_2546,ABTED,ตราสารทุน,19444082.66,38985511.32,1,-0.5012484894606225
M0071_2549,MGS,ผสม,2678378.37,3168885.34,1,-0.1547884878662097
M0071_2560,KFUSINDX,ตราสารทุน,2375443756.78,1545727151.93,2,0.536780766135869
M0071_2561,TLDIVEQ-D,ตราสารทุน,11601909.19,21489826.58,1,-0.4601208554750468
M0072_2538,BMBF,ตราสารทุน,43684546.89,31007838.55,1,0.40882270202609794
M0072_2547,KFVALUE,ตราสารทุน,526047689.65999997,533296357.65000004,2,-0.013592194820046588
M0072_2563,BCAP-GW75 SSF,ผสม,47336192.62,39869585.25,1,0.1872757723257228
M0072_2569,SCBCR1YAI,ผสม,1279727318.84,0.0,1,
M0073_2541,KFMTFI-D,ตราสารหนี้,708835516.67,589080089.35,1,0.20329226786826204
M0073_2562,ASP-IHEALTH,ตราสารทุน,147318325.1,146802929.52,1,0.003510799012561794
M0073_2563,BCAP-GW50 SSF,ผสม,40039874.54,35949902.63,1,0.11376865056059815
M0073_2567,X-Plus,ตราสารหนี้,510711683.0,249112571.35,1,1.050124087404873
M0074_2544,SCBRM2,ตราสารหนี้,10950159381.81,10496989991.72,1,0.043171365357827174
M0074_2545,TFPRMF,ผสม,1704765926.54,1498074423.0,2,0.13797145212991868
M0074_2558,K-JPX,ตราสารทุน,1342875864.8700001,753430727.05,2,0.7823481531313798
M0074_2560,PRINCIPAL GREITs,ทรัพย์สินทางเลือก,243414461.51,226595090.93,1,0.07422654440998389
M0074_2563,KFGDIV,ตราสารทุน,3370183943.22,2072893561.95,3,0.6258355011965113
M0074_2568,MEGAWORLD30RMF,ตราสารทุน,39824090.44,9337591.85,1,3.2649208789308988
M0074_2569,TLDEFENSE,ตราสารทุน,99579010.45,0.0,1,
M0075_2559,KFGPROP,ผสม,775843341.52,852387478.89,3,-0.08979969704585256
M0075_2562,ES-MULTIINCOME,ผสม,1006499591.73,1107048387.94,1,-0.09082601745810015
M0075_2564,KFINNO,ตราสารทุน,656826751.6800001,558042695.4599999,3,0.17701881419408516
M0075_2569,LHCOPPER,ตราสารทุน,199449482.64,0.0,1,
M0076_2541,KFSMUL,ผสม,1211661894.18,1416461043.81,1,-0.14458509150320908
M0076_2559,ONE-HOSPITAL,ผสม,21641400.07,20090241.09,1,0.07720957518882621
