nav_date,M0155_2547,M0209_2548
2019-01-28,26.8502,34.5138
2019-01-29,26.856,34.5089
2019-01-30,26.9876,34.6579
2019-01-31,27.1112,34.8289
2019-02-01,27.2855,35.0084
2019-02-04,27.2898,35.0177
2019-02-05,27.2986,35.0213
2019-02-06,27.3493,35.1178
2019-02-07,27.2685,35.0093
2019-02-08,27.2625,34.9858
2019-02-11,26.9937,34.6763
2019-02-12,27.0519,34.7558
2019-02-13,27.3085,35.0664
2019-02-14,27.2406,34.983
2019-02-15,26.9871,34.635
2019-02-18,26.9513,34.6205
2019-02-20,27.1512,34.8666
2019-02-21,27.1976,34.9066
2019-02-22,27.3925,35.1969
2019-02-25,27.6412,35.4743
2019-02-26,27.4812,35.2816
2019-02-27,27.529,35.3256
2019-02-28,27.2785,34.9978
2019-03-01,27.093,34.7686
2019-03-04,26.966,34.6287
2019-03-05,27.0373,34.7303
2019-03-06,26.8622,34.4979
2019-03-07,27.0072,34.6863
2019-03-08,26.962,34.6175
2019-03-11,26.8832,34.5306
2019-03-12,26.8758,34.5359
2019-03-13,27.1164,34.8415
2019-03-14,27.0969,34.8119
2019-03-15,26.9103,34.5876
2019-03-18,26.7733,34.416
2019-03-19,27.0289,34.7201
2019-03-20,26.9819,34.6461
2019-03-21,27.1107,34.8169
2019-03-22,27.4064,35.1758
2019-03-25,27.0122,34.6768
2019-03-26,27.1251,34.8475
2019-03-27,27.0277,34.7514
2019-03-28,27.0836,34.8428
2019-03-29,27.1775,34.924
2019-04-01,27.2383,35.0526
2019-04-02,27.356,35.2143
2019-04-03,27.3532,35.193
2019-04-04,27.2023,35.0745
2019-04-05,27.2298,35.1175
2019-04-09,27.4661,35.4122
2019-04-10,27.5603,35.5227
2019-04-11,27.5127,35.4414
2019-04-12,27.5288,35.4866
2019-04-17,27.6965,35.7081
2019-04-18,27.7265,35.7556
2019-04-19,27.7109,35.7342
2019-04-22,27.7251,35.7288
2019-04-23,27.7463,35.7383
2019-04-24,27.803,35.8148
2019-04-25,27.7468,35.7878
2019-04-26,27.6509,35.6335
2019-04-29,27.6422,35.6104
2019-04-30,27.8006,35.8127
2019-05-02,27.8849,35.9474
2019-05-03,27.9132,35.9907
2019-05-07,27.7186,35.7653
2019-05-08,27.4857,35.447
2019-05-09,27.3681,35.2702
2019-05-10,27.4357,35.3458
2019-05-13,27.3003,35.1836
2019-05-14,27.2342,35.0647
2019-05-15,25.9291,34.8104
2019-05-16,25.859,34.6392
2019-05-17,25.7513,34.4926
2019-05-21,25.8312,34.5981
2019-05-22,26.0786,34.9632
2019-05-23,25.7805,34.5608
2019-05-24,25.8241,34.6121
2019-05-27,26.0172,34.8296
2019-05-28,26.1585,35.0093
2019-05-29,25.9005,34.6975
2019-05-30,25.8929,34.7595
2019-05-31,25.8286,34.6943
2019-06-04,26.1398,35.1114
2019-06-05,26.3069,35.3475
2019-06-06,26.3409,35.401
2019-06-07,26.2994,35.3582
2019-06-10,26.4725,35.6034
2019-06-11,26.5774,35.7675
2019-06-12,26.5939,35.7572
2019-06-13,26.6095,35.7939
2019-06-14,26.5631,35.7394
2019-06-17,26.4202,35.6273
2019-06-18,26.7187,36.0551
2019-06-19,27.1876,36.6194
2019-06-20,27.4337,36.9188
2019-06-21,27.3791,36.8473
2019-06-24,27.3887,36.8303
2019-06-25,27.4556,36.95
2019-06-26,27.393,36.9314
2019-06-27,27.5695,37.1598
2019-06-28,27.5549,37.1087
2019-07-01,27.7376,37.3946
2019-07-02,27.5543,37.1638
2019-07-03,27.5932,37.2321
2019-07-04,27.364,36.8887
2019-07-05,27.4315,37.0221
2019-07-08,27.3812,36.932
2019-07-09,27.1999,36.6473
2019-07-10,27.5143,37.1083
2019-07-11,27.4704,37.0779
2019-07-12,27.2855,36.8485
2019-07-15,27.2406,36.8305
2019-07-17,27.1764,36.705
2019-07-18,27.1858,36.7568
2019-07-19,27.4036,36.9965
2019-07-22,27.228,36.7637
2019-07-23,27.2092,36.7275
2019-07-24,27.1573,36.6863
2019-07-25,27.2136,36.7877
2019-07-26,26.9671,36.4739
2019-07-30,26.869,36.323
2019-07-31,26.9745,36.4663
2019-08-01,26.8285,36.2609
2019-08-02,26.5679,35.8953
2019-08-05,26.2229,35.4258
2019-08-06,26.2939,35.5466
2019-08-07,26.2687,35.4967
2019-08-08,26.204,35.4023
2019-08-09,26.0073,35.1095
2019-08-13,25.468,34.4165
2019-08-14,25.4826,34.4282
2019-08-15,25.2228,34.12
2019-08-16,25.7031,34.7774
2019-08-19,25.8036,34.9126
2019-08-20,25.5669,34.6121
2019-08-21,25.763,34.9397
2019-08-22,25.7008,34.8673
2019-08-23,25.9238,35.2136
2019-08-26,25.5041,34.6658
2019-08-27,25.3803,34.4649
2019-08-28,25.4429,34.5302
2019-08-29,25.8564,35.0828
2019-08-30,26.2028,35.5194
2019-09-02,26.1428,35.4717
2019-09-03,25.8819,35.1687
2019-09-04,26.205,35.6417
2019-09-05,26.4211,35.9376
2019-09-06,26.4251,35.9516
2019-09-09,26.458,35.9949
2019-09-10,26.377,35.9012
2019-09-11,26.6388,36.1809
2019-09-12,26.3917,35.8203
2019-09-13,26.3893,35.8134
2019-09-16,26.428,35.8868
2019-09-17,26.4509,35.9454
2019-09-18,26.2796,35.7089
2019-09-19,26.0559,35.3776
2019-09-20,26.0426,35.3335
2019-09-23,25.8052,34.9957
2019-09-24,25.9596,35.1858
2019-09-25,25.9017,35.0865
2019-09-26,26.0427,35.3118
2019-09-27,26.1927,35.5129
2019-09-30,26.0668,35.3662
2019-10-01,25.8321,35.0354
2019-10-02,25.6472,34.7811
2019-10-03,25.5954,34.7339
2019-10-04,25.5028,34.6389
2019-10-07,25.6192,34.8397
2019-10-08,25.5847,34.7743
2019-10-09,25.6601,34.9222
2019-10-10,25.5027,34.7064
2019-10-11,25.9072,35.2327
2019-10-15,25.918,35.2807
2019-10-16,26.0605,35.472
2019-10-17,25.9824,35.4491
2019-10-18,25.9495,35.4038
2019-10-21,25.7646,35.1479
2019-10-22,25.9231,35.4063
2019-10-24,25.765,35.2137
2019-10-25,25.3536,34.6592
2019-10-28,25.4458,34.8
2019-10-29,25.393,34.6632
2019-10-30,25.7215,34.9678
2019-10-31,25.6434,34.8797
2019-11-01,25.5069,34.7324
2019-11-04,26.0665,35.5043
2019-11-05,26.1769,35.6401
2019-11-06,26.0818,35.5327
2019-11-07,26.3404,35.9417
2019-11-08,26.2757,35.8556
2019-11-11,26.0618,35.5036
2019-11-12,26.1273,35.6001
2019-11-13,25.9587,35.3634
2019-11-14,25.8973,35.2681
2019-11-15,25.871,35.1498
2019-11-18,25.956,35.2791
2019-11-19,25.9248,35.2299
2019-11-20,25.7464,34.9529
2019-11-21,25.6886,34.869
2019-11-22,25.7656,35.0083
2019-11-25,26.0327,35.4044
2019-11-26,25.8628,35.2059
2019-11-27,25.866,35.2076
2019-11-28,25.698,34.9874
2019-11-29,25.537,34.7644
2019-12-02,25.1642,34.268
2019-12-03,25.1539,34.2504
2019-12-04,25.1677,34.2263
2019-12-06,25.0506,34.0782
2019-12-09,25.002,34.0194
2019-12-11,25.0501,34.0716
2019-12-12,25.2858,34.416
2019-12-13,25.4353,34.697
2019-12-16,24.9887,34.0927
2019-12-17,25.0294,34.1391
2019-12-18,25.3277,34.5586
2019-12-19,25.4643,34.7351
2019-12-20,25.4334,34.7148
2019-12-23,25.4819,34.766
2019-12-24,25.3765,34.627
2019-12-25,25.4486,34.7193
2019-12-26,25.5226,34.8056
2019-12-27,25.4817,34.7565
2019-12-30,25.4685,34.7336
2020-01-02,25.7154,35.1333
2020-01-03,25.6746,35.0852
2020-01-06,25.3532,34.5797
2020-01-07,25.622,34.9428
2020-01-08,25.2345,34.3668
2020-01-09,25.5348,34.8179
2020-01-10,25.5326,34.8135
2020-01-13,25.6187,34.9151
2020-01-14,25.6275,34.9095
2020-01-15,25.4784,34.7023
2020-01-16,25.7616,35.0636
2020-01-17,25.8031,35.1392
2020-01-20,25.6095,34.8379
2020-01-21,25.3761,34.5307
2020-01-22,25.4033,34.5637
2020-01-23,25.4042,34.548
2020-01-24,25.3462,34.4488
2020-01-27,24.5142,33.3138
2020-01-28,24.3248,33.068
2020-01-29,24.5579,33.3806
2020-01-30,24.5075,33.329
2020-01-31,24.3398,33.1126
2020-02-03,24.0383,32.7112
2020-02-04,24.4526,33.294
2020-02-05,24.6678,33.5838
2020-02-06,24.6407,33.5557
2020-02-07,24.6058,33.5182
2020-02-11,24.4137,33.2385
2020-02-12,24.7021,33.6266
2020-02-13,24.5635,33.433
2020-02-14,24.4604,33.2806
2020-02-17,24.5387,33.3812
2020-02-18,24.2905,33.0557
2020-02-19,24.2313,32.9661
2020-02-20,23.9633,32.5977
2020-02-21,24.072,32.7114
2020-02-24,23.0924,31.377
2020-02-25,23.2362,31.5624
2020-02-26,22.0984,29.9566
2020-02-27,22.5913,30.6461
2020-02-28,21.6384,29.3456
2020-03-02,21.6056,29.3487
2020-03-03,22.3355,30.3331
2020-03-04,22.4009,30.4297
2020-03-05,22.5659,30.655
2020-03-06,22.0696,29.9912
2020-03-09,19.9919,27.1833
2020-03-10,20.2606,27.5606
2020-03-11,19.8672,27.0391
2020-03-12,17.5687,23.9238
2020-03-13,18.1168,24.6534
2020-03-16,16.6858,22.7255
2020-03-17,16.5245,22.5251
2020-03-18,16.7561,22.8472
2020-03-19,16.7172,22.819
2020-03-20,18.2374,24.8952
2020-03-23,16.4492,22.4262
2020-03-24,16.7342,22.7863
2020-03-25,17.6351,23.9878
2020-03-26,17.8495,24.2851
2020-03-27,17.8878,24.361
2020-03-30,17.6484,24.0315
2020-03-31,18.2726,24.9002
2020-04-01,17.8757,24.374
2020-04-02,18.5255,25.2527
2020-04-03,18.4941,25.2185
2020-04-07,19.8969,27.1108
2020-04-08,19.665,26.8016
2020-04-09,19.7729,26.9411
2020-04-10,20.0711,27.3378
2020-04-13,20.1638,27.4727
2020-04-14,20.433,27.8675
2020-04-15,20.0482,27.3351
2020-04-16,19.4193,26.4767
2020-04-17,20.1836,27.5029
2020-04-20,20.7088,28.2103
2020-04-21,20.4298,27.8305
2020-04-22,20.5848,28.0477
2020-04-23,20.7064,28.2178
2020-04-24,20.425,27.8249
2020-04-27,20.5908,28.0473
2020-04-28,20.7305,28.2368
2020-04-29,20.8367,28.3776
2020-04-30,21.2305,28.9064
2020-05-05,20.8134,28.3513
2020-05-07,20.4919,27.9048
2020-05-08,20.6363,28.0905
2020-05-11,21.0101,28.6157
2020-05-12,21.1981,28.887
2020-05-13,21.0584,28.7089
2020-05-14,20.7734,28.343
2020-05-15,20.7241,28.2946
2020-05-18,20.2727,28.4351
2020-05-19,20.6737,28.9732
2020-05-20,20.8547,29.2276
2020-05-21,20.8324,29.1883
2020-05-22,20.4914,28.7254
2020-05-25,20.732,29.0605
2020-05-26,20.9839,29.4057
2020-05-27,21.1364,29.6233
2020-05-28,20.9926,29.4267
2020-05-29,21.1793,29.6625
2020-06-01,21.3038,29.8408
2020-06-02,21.7168,30.4195
2020-06-04,22.3761,31.3263
2020-06-05,22.8212,31.9312
2020-06-08,22.8187,31.9179
2020-06-09,22.2619,31.1453
2020-06-10,22.4559,31.4182
2020-06-11,22.0348,30.8374
2020-06-12,21.7627,30.4471
2020-06-15,21.0498,29.4571
2020-06-16,21.5455,30.0965
2020-06-17,21.6563,30.2631
2020-06-18,21.565,30.1375
2020-06-19,21.4879,30.0412
2020-06-22,21.1559,29.5912
2020-06-23,21.243,29.7027
2020-06-24,20.8355,29.1381
2020-06-25,20.7135,28.9676
2020-06-26,20.7998,29.0862
2020-06-29,20.7987,29.0859
2020-06-30,20.9509,29.2901
2020-07-01,21.1187,29.5241
2020-07-02,21.5923,30.1777
2020-07-03,21.5061,30.0561
2020-07-07,21.4965,30.0343
2020-07-08,21.2671,29.7247
2020-07-09,21.2958,29.7761
2020-07-10,20.955,29.3142
2020-07-13,20.7918,29.0864
2020-07-14,20.8041,29.1044
2020-07-15,21.035,29.4283
2020-07-16,20.8906,29.2371
2020-07-17,21.1016,29.5304
2020-07-20,21.0488,29.4614
2020-07-21,21.3807,29.9248
2020-07-22,21.034,29.4395
2020-07-23,21.0595,29.4788
2020-07-24,20.7036,28.9855
2020-07-29,20.6119,28.8563
2020-07-30,20.2115,28.2878
2020-07-31,20.4228,28.5777
2020-08-03,20.1792,28.2408
2020-08-04,20.3535,28.4937
2020-08-05,20.4835,28.6625
2020-08-06,20.4474,28.6195
2020-08-07,20.2733,28.3833
2020-08-10,20.2042,28.2847
2020-08-11,20.507,28.7116
2020-08-13,20.817,29.1405
2020-08-14,20.4602,28.6441
2020-08-17,20.4029,28.5622
2020-08-18,20.5575,28.7799
2020-08-19,20.1729,28.2416
2020-08-20,19.9387,27.9125
2020-08-21,19.9316,27.9069
2020-08-24,20.2205,28.3044
2020-08-25,20.265,28.3606
2020-08-26,20.3328,28.4584
2020-08-27,20.3846,28.5422
2020-08-28,20.3119,28.4427
2020-08-31,20.0528,28.0754
2020-09-01,19.9976,27.9931
2020-09-02,20.1457,28.1949
2020-09-03,20.0776,28.1017
2020-09-08,19.8003,27.7172
2020-09-09,19.7721,27.6716
2020-09-10,19.7383,27.632
2020-09-11,19.5787,27.413
2020-09-14,19.4551,27.2397
2020-09-15,19.6717,27.5341
2020-09-16,19.7957,27.7123
2020-09-17,19.63,27.4747
2020-09-18,19.6452,27.5136
2020-09-21,19.3809,27.1478
2020-09-22,19.2126,26.9173
2020-09-23,19.0537,26.7018
2020-09-24,18.6921,26.2029
2020-09-25,18.6662,26.1635
2020-09-28,19.0499,26.6925
2020-09-29,18.9218,26.5079
2020-09-30,18.5721,26.0152
2020-10-01,18.7246,26.2433
2020-10-02,18.4646,25.8899
2020-10-05,18.5693,26.0362
2020-10-06,18.706,26.2257
2020-10-07,18.9344,26.5488
2020-10-08,19.1148,26.7998
2020-10-09,19.0305,26.6615
2020-10-12,19.1184,26.7849
2020-10-14,18.8872,26.46
2020-10-15,18.5777,26.0363
2020-10-16,18.4565,25.8547
2020-10-19,18.0807,25.3398
2020-10-20,18.0816,25.331
2020-10-21,18.1903,25.4764
2020-10-22,18.1257,25.3957
2020-10-26,18.0132,25.2351
2020-10-27,18.0357,25.2595
2020-10-28,17.9835,25.1737
2020-10-29,17.8606,25.0105
2020-10-30,17.7477,24.8503
2020-11-02,17.8394,25.002
2020-11-03,18.1999,25.5021
2020-11-04,18.1835,25.4736
2020-11-05,18.9952,26.613
2020-11-06,18.9702,26.5599
2020-11-09,19.4561,27.2544
2020-11-10,20.7722,29.133
2020-11-11,20.8187,29.213
2020-11-12,20.5809,28.8866
2020-11-13,20.7478,29.1215
2020-11-16,20.8095,29.2154
2020-11-17,20.7766,29.1632
2020-11-18,21.0559,29.5549
2020-11-19,21.0758,29.5918
2020-11-20,21.4242,30.079
2020-11-23,21.9702,30.8484
2020-11-24,21.6171,30.3606
2020-11-25,21.89,30.7415
2020-11-26,22.1115,31.0455
2020-11-27,22.1046,31.0302
2020-11-30,21.5204,30.2147
2020-12-01,21.7633,30.5765
2020-12-02,21.7186,30.5075
2020-12-03,22.0339,30.9529
2020-12-04,22.2479,31.2526
2020-12-08,22.6097,31.7738
2020-12-09,22.6605,31.862
2020-12-14,22.4044,31.509
2020-12-15,22.4291,31.5539
2020-12-16,22.4674,31.6072
2020-12-17,22.4129,31.5426
2020-12-18,22.3762,31.4861
2020-12-21,21.0841,29.6624
2020-12-22,21.4073,30.1209
2020-12-23,21.1269,29.7209
2020-12-24,21.4971,30.2508
2020-12-25,21.6886,30.5231
2020-12-28,21.3743,30.1068
2020-12-29,21.8,30.7134
2020-12-30,21.4996,30.1481
2021-01-04,21.8355,30.6031
2021-01-05,22.5219,31.5783
2021-01-06,22.205,31.1301
2021-01-07,22.5737,31.6235
2021-01-08,23.078,32.355
2021-01-11,23.0146,32.2653
2021-01-12,23.0387,32.2842
2021-01-13,23.1767,32.4561
2021-01-14,22.9522,32.1535
2021-01-15,22.6282,31.7089
2021-01-18,22.4392,
2021-01-19,22.6376,31.7177
2021-01-20,22.5158,31.5429
2021-01-21,22.4874,31.5002
2021-01-22,22.2141,31.1098
2021-01-25,22.2813,31.183
2021-01-26,22.4953,31.48
2021-01-27,22.1618,31.0096
2021-01-28,21.6842,30.3557
2021-01-29,21.6796,30.3529
2021-02-01,21.8312,30.5563
2021-02-02,21.9485,30.7266
2021-02-03,21.8599,30.5907
2021-02-04,21.8552,30.5763
2021-02-05,22.096,30.906
2021-02-08,22.4534,31.3878
2021-02-09,22.4841,31.4279
2021-02-10,22.4954,31.4545
2021-02-11,22.3255,31.2259
2021-02-15,22.4951,31.4673
2021-02-16,22.5,31.466
2021-02-17,22.3164,31.207
2021-02-18,22.2307,31.0717
2021-02-19,22.0637,30.8506
2021-02-22,21.733,30.3932
2021-02-23,22.1449,30.9538
2021-02-24,21.9892,30.738
2021-02-25,22.0739,30.8598
2021-03-01,22.1641,30.9856
2021-03-02,22.1806,31.0037
2021-03-03,22.9142,32.0307
2021-03-04,22.7193,31.7582
2021-03-05,22.8516,31.9292
2021-03-08,22.8641,31.9272
2021-03-09,22.9202,32.029
2021-03-10,23.2817,32.5369
2021-03-11,23.3572,32.6357
2021-03-12,23.2323,32.4622
2021-03-15,23.1136,32.3026
2021-03-16,23.044,32.2039
2021-03-17,23.0925,32.2757
2021-03-18,23.0618,32.2324
2021-03-19,22.9025,32.0105
2021-03-22,22.9035,32.0114
2021-03-23,22.8661,31.954
2021-03-24,22.9534,32.0807
2021-03-25,22.9402,32.0852
2021-03-26,22.9932,32.1479
2021-03-29,23.0892,32.2793
2021-03-30,23.2042,32.4437
2021-03-31,23.1741,32.395
2021-04-01,23.2734,32.5403
2021-04-02,23.2832,32.5554
2021-04-05,23.0108,32.1789
2021-04-07,22.6728,31.7067
2021-04-08,22.6853,31.7273
2021-04-09,22.8276,31.919
2021-04-12,22.4751,31.4297
2021-04-16,22.603,31.6062
2021-04-19,22.9323,32.0657
2021-04-20,23.0471,32.221
2021-04-21,23.0151,32.1757
2021-04-22,22.7968,31.8752
2021-04-23,22.5581,31.5466
2021-04-26,22.5904,31.5877
2021-04-27,22.5767,31.5682
2021-04-28,22.8462,31.9419
2021-04-29,23.1145,32.3122
2021-04-30,22.9095,32.0278
2021-05-05,22.3065,31.1876
2021-05-06,22.6972,31.7319
2021-05-07,22.9428,32.0753
2021-05-10,23.0271,32.1949
2021-05-11,22.9685,32.1125
2021-05-12,22.8607,31.9642
2021-05-13,22.5227,31.4915
2021-05-14,22.5316,31.5036
2021-05-17,21.848,31.5271
2021-05-18,22.0815,31.8566
2021-05-19,21.951,31.6759
2021-05-20,21.8289,31.504
2021-05-21,21.8094,31.4772
2021-05-24,21.7449,31.3861
2021-05-25,22.0508,31.8275
2021-05-27,22.2614,32.1329
2021-05-28,22.2417,32.1042
2021-05-31,22.3877,32.3159
2021-06-01,22.8157,32.936
2021-06-02,22.7483,32.8381
2021-06-04,22.6094,32.6383
2021-06-07,22.6235,32.6583
2021-06-08,22.6277,32.6635
2021-06-09,22.8336,32.9608
2021-06-10,22.8229,32.9452
2021-06-11,23.0351,33.2514
2021-06-14,22.9775,33.1699
2021-06-15,22.769,32.8694
2021-06-16,22.7848,32.8935
2021-06-17,22.6422,32.6863
2021-06-18,22.5777,32.5944
2021-06-21,22.3848,32.3196
2021-06-22,22.3616,32.2861
2021-06-23,22.2916,32.1856
2021-06-24,22.2252,32.0895
2021-06-25,22.1931,32.044
2021-06-28,22.0875,31.8918
2021-06-29,22.2523,32.1319
2021-06-30,22.1654,31.9875
2021-07-01,22.2493,32.1081
2021-07-02,22.0622,31.8383
2021-07-05,22.0857,31.8726
2021-07-06,22.2344,32.0876
2021-07-07,22.0363,31.8018
2021-07-08,21.6092,31.1853
2021-07-09,21.711,31.332
2021-07-12,21.665,31.2661
2021-07-13,21.9438,31.6679
2021-07-14,21.8598,31.5464
2021-07-15,21.9025,31.6087
2021-07-16,21.8975,31.6016
2021-07-19,21.6213,31.2028
2021-07-20,21.3884,30.8677
2021-07-21,21.4307,30.9291
2021-07-22,21.5936,31.1638
2021-07-23,21.4571,30.9667
2021-07-27,21.3283,30.7813
2021-07-29,21.3649,30.8345
2021-07-30,21.1676,30.5499
2021-08-02,21.2509,30.6697
2021-08-03,21.4377,30.9394
2021-08-04,21.5135,31.0483
2021-08-05,21.1861,30.5771
2021-08-06,21.1156,30.4754
2021-08-09,21.4178,30.9105
2021-08-10,21.4349,30.9351
2021-08-11,21.3327,30.7881
2021-08-13,21.3578,30.8243
2021-08-16,,31.013
2021-08-17,21.6622,31.263
2021-08-18,21.7625,31.4078
2021-08-19,21.6026,31.1777
2021-08-20,21.7222,31.35
2021-08-23,22.2433,32.1011
2021-08-24,22.3127,32.2009
2021-08-25,22.5145,32.4894
2021-08-26,22.5014,32.4703
2021-08-27,22.6802,32.7262
