nav_date,M0155_2547,M0209_2548
2015-09-01,21.2194,25.9449
2015-09-02,21.3948,26.1961
2015-09-03,21.4971,26.364
2015-09-04,21.2934,26.0739
2015-09-07,21.3001,26.0678
2015-09-08,21.4279,26.2521
2015-09-09,21.7745,26.6045
2015-09-10,21.7577,26.6136
2015-09-11,21.5022,26.2886
2015-09-14,21.3885,26.2003
2015-09-15,21.2944,26.0771
2015-09-16,21.4955,26.3186
2015-09-17,21.6662,26.4998
2015-09-18,21.6532,26.4603
2015-09-21,21.6856,26.5234
2015-09-22,21.4544,26.1968
2015-09-23,21.3348,26.0453
2015-09-24,21.3219,26.012
2015-09-25,21.3877,26.0885
2015-09-28,20.96,25.5577
2015-09-29,20.8414,25.4337
2015-09-30,20.8488,25.452
2015-10-01,20.8064,25.413
2015-10-02,20.8513,25.4489
2015-10-05,21.1502,25.8419
2015-10-06,21.281,26.0228
2015-10-07,21.7837,26.6251
2015-10-08,21.758,26.5832
2015-10-09,22.1044,26.9918
2015-10-12,22.0599,26.9661
2015-10-13,21.9657,26.8368
2015-10-14,21.8261,26.641
2015-10-15,22.1432,27.0486
2015-10-16,22.069,26.9353
2015-10-19,21.9737,26.8522
2015-10-20,21.9363,26.8203
2015-10-21,21.931,26.7805
2015-10-22,21.9486,26.7899
2015-10-26,22.148,26.9863
2015-10-27,22.188,26.9924
2015-10-28,21.9673,26.6856
2015-10-29,21.6495,26.3054
2015-10-30,21.6785,26.3584
2015-11-02,22.0822,26.8267
2015-11-03,22.0462,26.7672
2015-11-04,22.2453,27.0075
2015-11-05,22.0781,26.7621
2015-11-06,22.0613,26.7839
2015-11-09,21.851,26.4849
2015-11-10,21.7354,26.3375
2015-11-11,21.5923,26.1878
2015-11-12,21.5296,26.0734
2015-11-13,21.5212,26.0232
2015-11-16,21.6191,26.161
2015-11-17,21.6113,26.1521
2015-11-18,21.4246,25.8604
2015-11-19,21.5304,26.0327
2015-11-20,21.705,26.2468
2015-11-23,21.6549,26.2266
2015-11-24,21.5005,26.0188
2015-11-25,21.4629,25.9611
2015-11-26,21.1887,25.6291
2015-11-27,21.1344,25.5655
2015-11-30,21.0108,25.4623
2015-12-01,21.0283,25.4793
2015-12-02,20.7653,25.1102
2015-12-03,20.8869,25.2299
2015-12-04,20.7506,25.0635
2015-12-08,20.2694,24.524
2015-12-09,20.0809,24.328
2015-12-11,19.7936,23.9756
2015-12-14,19.636,23.7631
2015-12-15,20.2477,24.4249
2015-12-16,20.2285,24.3903
2015-12-17,20.3214,24.5254
2015-12-18,19.7814,23.926
2015-12-21,19.388,23.5035
2015-12-22,19.4072,23.5197
2015-12-23,19.6489,23.7664
2015-12-24,19.7995,23.9302
2015-12-25,19.7292,23.8909
2015-12-28,19.7104,23.8986
2015-12-29,19.6202,23.793
2015-12-30,19.6514,23.8393
2016-01-04,19.2041,23.2985
2016-01-05,18.9292,23.0347
2016-01-06,19.0912,23.1634
2016-01-07,18.4196,22.3373
2016-01-08,18.8332,22.8075
2016-01-11,18.6573,22.5725
2016-01-12,19.0593,23.0469
2016-01-13,19.5019,23.5635
2016-01-14,19.1557,23.1572
2016-01-15,18.7196,22.6774
2016-01-18,18.6782,22.6263
2016-01-19,19.1997,23.1713
2016-01-20,18.8362,22.7328
2016-01-21,18.8551,22.7327
2016-01-22,19.3135,23.2732
2016-01-25,19.3271,23.2926
2016-01-26,19.3302,23.3
2016-01-27,19.5593,23.538
2016-01-28,19.8958,23.8508
2016-01-29,20.2215,24.2279
2016-02-01,20.1093,24.0962
2016-02-02,19.8629,23.7784
2016-02-03,19.9986,23.9471
2016-02-04,20.0832,24.0853
2016-02-05,20.2494,24.2893
2016-02-08,20.167,24.2046
2016-02-09,20.0717,24.1134
2016-02-10,20.1112,24.1282
2016-02-11,19.7225,23.6202
2016-02-12,19.7379,23.6177
2016-02-15,19.952,23.8636
2016-02-16,19.9482,23.9047
2016-02-17,19.925,23.9222
2016-02-18,20.0904,24.1508
2016-02-19,20.6408,24.8054
2016-02-23,20.8032,24.9233
2016-02-24,20.921,25.0173
2016-02-25,20.9177,25.0372
2016-02-26,21.1339,25.279
2016-02-29,20.9046,25.0326
2016-03-01,21.2277,25.4705
2016-03-02,21.5838,25.8999
2016-03-03,21.9263,26.2552
2016-03-04,21.9725,26.226
2016-03-07,22.3764,26.6832
2016-03-08,21.9727,26.1799
2016-03-09,22.2513,26.5535
2016-03-10,21.9466,26.1946
2016-03-11,22.2236,26.5382
2016-03-14,22.1911,26.5328
2016-03-15,21.9238,26.2262
2016-03-16,21.7824,26.0536
2016-03-17,21.845,26.1472
2016-03-18,21.9064,26.2208
2016-03-21,22.1355,26.5126
2016-03-22,22.2754,26.6067
2016-03-23,22.5239,26.9474
2016-03-24,22.3818,26.7671
2016-03-25,22.1593,26.4723
2016-03-28,22.0585,26.3496
2016-03-29,22.1278,26.4142
2016-03-30,22.4577,26.8169
2016-03-31,22.4612,26.7904
2016-04-01,22.3295,26.5994
2016-04-04,22.3104,26.5873
2016-04-05,21.7388,25.9398
2016-04-07,21.399,25.5319
2016-04-08,21.648,25.8452
2016-04-11,21.5951,25.7849
2016-04-12,21.8621,26.1307
2016-04-18,22.131,26.4658
2016-04-19,22.4531,26.8914
2016-04-20,22.4109,26.8463
2016-04-21,22.5861,27.0552
2016-04-22,22.3122,26.7321
2016-04-25,22.312,26.6953
2016-04-26,22.49,26.9185
2016-04-27,22.3048,26.749
2016-04-28,22.1312,26.5016
2016-04-29,22.2692,26.6608
2016-05-03,22.1445,26.5075
2016-05-04,22.0393,26.383
2016-05-09,22.1218,26.5286
2016-05-10,22.042,26.4423
2016-05-11,21.7803,26.1999
2016-05-12,22.1477,26.6682
2016-05-13,21.9962,26.5352
2016-05-16,22.0929,26.6271
2016-05-17,21.5872,26.9335
2016-05-18,21.4436,26.7978
2016-05-19,21.1727,26.4653
2016-05-23,21.1166,26.4023
2016-05-24,21.1222,26.4101
2016-05-25,21.3439,26.6928
2016-05-26,21.4331,26.7541
2016-05-27,21.6273,27.0352
2016-05-30,21.8365,27.2944
2016-05-31,21.8518,27.2673
2016-06-01,21.6774,27.0293
2016-06-02,21.764,27.1452
2016-06-03,21.9889,27.434
2016-06-06,22.0777,27.5597
2016-06-07,22.0732,27.5626
2016-06-08,22.0983,27.6242
2016-06-09,21.914,27.3587
2016-06-10,21.8132,27.2146
2016-06-13,21.6328,27.0041
2016-06-14,21.7314,27.138
2016-06-15,21.8413,27.2724
2016-06-16,21.3906,26.7293
2016-06-17,21.5302,26.937
2016-06-20,21.533,26.9645
2016-06-21,21.6468,27.1602
2016-06-22,21.5235,27.0
2016-06-23,21.7977,27.3305
2016-06-24,21.3508,26.7147
2016-06-27,21.4886,26.8527
2016-06-28,21.6504,27.0761
2016-06-29,21.7812,27.1968
2016-06-30,21.8152,27.2383
2016-07-04,22.0158,27.4735
2016-07-05,21.9083,27.32
2016-07-06,21.8834,27.3249
2016-07-07,21.9624,27.3755
2016-07-08,21.9486,27.3867
2016-07-11,22.2055,27.6828
2016-07-12,22.2789,27.8271
2016-07-13,22.3127,27.9245
2016-07-14,22.5029,28.1744
2016-07-15,22.5267,28.1805
2016-07-20,22.8841,28.6471
2016-07-21,22.7531,28.5007
2016-07-22,22.9135,28.6508
2016-07-25,22.9038,28.6681
2016-07-26,22.7221,28.4576
2016-07-27,22.907,28.6808
2016-07-28,23.0906,28.8986
2016-07-29,23.0282,28.8152
2016-08-01,22.8135,28.5718
2016-08-02,22.5934,28.2523
2016-08-03,22.7595,28.4739
2016-08-04,22.7525,28.491
2016-08-05,22.9652,28.7603
2016-08-08,23.4662,29.3931
2016-08-09,23.523,29.4886
2016-08-10,23.5914,29.5076
2016-08-11,23.692,29.6332
2016-08-15,23.697,29.6381
2016-08-16,23.5157,29.4269
2016-08-17,23.4157,29.2786
2016-08-18,23.6591,29.6071
2016-08-19,23.4976,29.4186
2016-08-22,23.5365,29.4746
2016-08-23,23.52,29.4535
2016-08-24,23.6644,29.6199
2016-08-25,23.5917,29.5522
2016-08-26,23.6465,29.6621
2016-08-29,23.5445,29.5211
2016-08-30,23.5569,29.5391
2016-08-31,23.5835,29.5978
2016-09-01,23.5047,29.4694
2016-09-02,23.2014,29.075
2016-09-05,22.8972,28.621
2016-09-06,22.9272,28.6748
2016-09-07,22.8125,28.475
2016-09-08,22.4848,28.0269
2016-09-09,22.3249,27.8386
2016-09-12,21.8103,27.1903
2016-09-13,22.4327,27.9682
2016-09-14,22.5525,28.1277
2016-09-15,22.607,28.1643
2016-09-16,22.8718,28.5137
2016-09-19,22.9895,28.7469
2016-09-20,22.7291,28.3604
2016-09-21,22.9605,28.6463
2016-09-22,23.2525,29.0313
2016-09-23,23.061,28.7492
2016-09-26,22.9744,28.6609
2016-09-27,22.9625,28.6228
2016-09-28,22.8241,28.4371
2016-09-29,23.0206,28.696
2016-09-30,22.9045,28.5307
2016-10-03,23.0302,28.7055
2016-10-04,23.3497,29.1108
2016-10-05,23.3172,29.077
2016-10-06,23.3315,29.1042
2016-10-07,23.1725,28.9122
2016-10-10,22.49,28.0324
2016-10-11,22.2135,27.712
2016-10-12,21.7073,27.0911
2016-10-13,21.917,27.4038
2016-10-14,22.7822,28.5063
2016-10-17,22.6513,28.3783
2016-10-18,22.5844,28.3124
2016-10-19,22.6474,28.386
2016-10-20,22.7283,28.5139
2016-10-21,22.8034,28.5892
2016-10-25,22.8206,28.6554
2016-10-26,22.5993,28.3319
2016-10-27,22.6493,28.418
2016-10-28,22.5996,28.3475
2016-10-31,22.5471,28.2856
2016-11-01,22.6615,28.455
2016-11-02,22.5483,28.3087
2016-11-03,22.4211,28.1485
2016-11-04,22.2896,27.972
2016-11-07,22.5464,28.3255
2016-11-08,22.7334,28.5343
2016-11-09,22.6992,28.4914
2016-11-10,22.7604,28.572
2016-11-11,22.4592,28.1827
2016-11-14,22.0389,27.6027
2016-11-15,22.147,27.7748
2016-11-16,22.0942,27.687
2016-11-17,22.1144,27.7109
2016-11-18,22.0827,27.6865
2016-11-21,22.1675,27.755
2016-11-22,22.2882,27.933
2016-11-23,22.4581,28.1619
2016-11-24,22.3483,28.0086
2016-11-25,22.5209,28.2312
2016-11-28,22.5157,28.2104
2016-11-29,22.474,28.1455
2016-11-30,22.729,28.4784
2016-12-01,22.7921,28.6409
2016-12-02,22.6373,28.4278
2016-12-06,22.853,28.7244
2016-12-07,22.8936,28.7715
2016-12-08,22.9769,28.8593
2016-12-09,22.9981,28.8806
2016-12-13,23.0315,28.9505
2016-12-14,22.8681,28.7475
2016-12-15,22.8028,28.653
2016-12-16,22.7943,28.642
2016-12-19,22.827,28.6869
2016-12-20,22.725,28.5692
2016-12-21,22.6419,28.4522
2016-12-22,22.6133,28.4027
2016-12-23,22.6771,28.4706
2016-12-26,22.7986,28.6045
2016-12-27,22.8049,28.6162
2016-12-28,22.9408,28.7845
2016-12-29,23.1832,
2016-12-30,23.2609,
2017-01-04,23.6133,29.6635
2017-01-05,23.7212,29.8011
2017-01-06,23.6659,29.7519
2017-01-09,23.5492,29.5898
2017-01-10,23.668,29.7443
2017-01-11,23.6209,29.6887
2017-01-12,23.5702,29.6096
2017-01-13,23.6601,29.7277
2017-01-16,23.5687,
2017-01-17,23.5124,
2017-01-18,23.408,
2017-01-19,23.3371,29.3094
2017-01-20,23.388,29.4141
2017-01-23,23.4659,29.5117
2017-01-24,23.6528,29.7574
2017-01-25,23.8517,29.9456
2017-01-26,24.0522,30.1838
2017-01-27,24.009,30.1131
2017-01-30,23.9498,30.0713
2017-01-31,23.7168,29.7538
2017-02-01,23.7238,29.7685
2017-02-02,23.6746,29.6993
2017-02-03,23.8455,29.956
2017-02-06,23.962,
2017-02-07,23.8928,29.994
2017-02-08,24.0185,
2017-02-09,23.9033,29.9641
2017-02-10,23.9317,
2017-02-14,23.6789,
2017-02-15,23.74,29.789
2017-02-16,23.7777,29.8621
2017-02-17,23.8455,
2017-02-20,23.8516,29.9419
2017-02-21,23.6521,29.681
2017-02-22,23.8072,29.8645
2017-02-23,23.7187,29.7325
2017-02-24,23.708,29.7098
2017-02-27,23.5898,
2017-02-28,23.6148,29.6496
2017-03-01,23.8311,29.879
2017-03-02,23.8526,29.9078
2017-03-03,23.8145,29.8315
2017-03-06,23.6347,
2017-03-07,23.6302,29.5747
2017-03-08,23.7628,29.7431
2017-03-09,23.7177,29.6637
2017-03-10,23.6222,29.5356
2017-03-13,23.7177,29.622
2017-03-14,23.7367,29.6776
2017-03-15,23.6962,29.6308
2017-03-16,23.9619,29.9625
2017-03-17,24.0081,30.0148
2017-03-20,24.0312,30.0463
2017-03-21,24.1311,30.1789
2017-03-22,24.0968,30.1218
2017-03-23,24.1305,30.1571
2017-03-24,24.2266,30.3085
2017-03-27,24.1597,30.2221
2017-03-28,24.28,30.371
2017-03-29,24.2886,30.3737
2017-03-30,24.3818,30.4902
2017-03-31,24.2658,30.3365
2017-04-03,24.3447,30.4235
2017-04-04,24.4212,30.5088
2017-04-05,24.4438,30.5213
2017-04-07,24.5526,30.6556
2017-04-10,24.536,30.64
2017-04-11,24.5469,30.661
2017-04-12,24.6975,30.8458
2017-04-17,24.4776,30.5824
2017-04-18,24.4483,30.5195
2017-04-19,24.3583,30.3786
2017-04-20,24.3941,30.4334
2017-04-21,24.4325,30.4918
2017-04-24,24.3833,30.4322
2017-04-25,24.4081,30.4584
2017-04-26,24.4961,30.5645
2017-04-27,24.4781,30.5388
2017-04-28,24.4398,30.5124
2017-05-02,24.4419,30.4944
2017-05-03,24.4607,30.5166
2017-05-04,24.5875,30.6966
2017-05-05,24.5769,30.6616
2017-05-08,24.5918,30.6856
2017-05-09,24.5427,30.5911
2017-05-11,24.429,30.4669
2017-05-12,24.2766,30.2834
2017-05-15,23.2876,30.2027
2017-05-16,23.3831,30.3203
2017-05-17,23.3624,30.299
2017-05-18,23.2815,30.203
2017-05-19,23.3194,30.2457
2017-05-22,23.4274,30.4006
2017-05-23,23.5158,30.5006
2017-05-24,23.5357,30.5339
2017-05-25,23.5659,30.5585
2017-05-26,23.5528,30.5442
2017-05-29,23.5442,30.5397
2017-05-30,23.5195,30.5275
2017-05-31,23.3928,30.3613
2017-06-01,23.4286,30.4135
2017-06-02,23.4554,30.4878
2017-06-05,23.402,30.429
2017-06-06,23.4446,30.4799
2017-06-07,23.3579,30.4151
2017-06-08,23.4121,30.5005
2017-06-09,23.3412,30.4016
2017-06-12,23.2784,
2017-06-13,23.4329,30.5135
2017-06-14,23.4771,30.5712
2017-06-15,23.4015,30.4613
2017-06-16,23.4745,30.5382
2017-06-19,23.5563,30.6527
2017-06-20,23.5376,30.6101
2017-06-21,23.4981,30.5544
2017-06-22,23.5591,30.6228
2017-06-23,23.5857,30.6624
2017-06-26,23.6147,30.6962
2017-06-27,23.6536,30.7621
2017-06-28,23.6227,30.6921
2017-06-29,23.5563,30.6238
2017-06-30,23.5325,30.5927
2017-07-03,23.6567,30.739
2017-07-04,23.6027,30.6229
2017-07-05,23.6423,30.6419
2017-07-06,23.5737,30.5682
2017-07-07,23.5561,30.5429
2017-07-11,23.5048,30.5087
2017-07-12,23.5844,30.6321
2017-07-13,23.6512,30.7353
2017-07-14,23.6439,
2017-07-17,23.5815,30.6593
2017-07-18,23.5681,30.6445
2017-07-19,23.6439,30.7642
2017-07-20,23.618,30.7139
2017-07-21,23.6023,30.7019
2017-07-24,23.6489,30.7826
2017-07-25,23.7657,30.9234
2017-07-26,23.8128,30.9764
2017-07-27,23.8095,30.9698
2017-07-31,23.7284,30.8725
2017-08-01,23.7042,30.8423
2017-08-02,23.7418,30.9064
2017-08-03,23.7203,30.8377
2017-08-04,23.7102,30.8223
2017-08-07,23.7123,30.8097
2017-08-08,23.7836,30.9075
2017-08-09,23.7359,30.8173
2017-08-10,23.7193,30.8437
2017-08-11,23.6138,30.682
2017-08-15,23.7039,30.8054
2017-08-16,23.6868,30.7962
2017-08-17,23.6711,30.7781
2017-08-18,23.6767,30.7518
2017-08-21,23.7317,30.8361
2017-08-22,23.7882,30.9166
2017-08-23,23.8185,30.9364
2017-08-24,23.8697,31.0001
2017-08-25,23.8599,31.0037
2017-08-28,24.0369,31.2295
2017-08-29,24.5872,31.9686
2017-08-30,24.5876,31.9649
2017-08-31,24.6329,32.0496
2017-09-01,24.6437,32.0414
2017-09-04,24.658,32.0567
2017-09-05,24.688,32.072
2017-09-06,24.682,32.0753
2017-09-07,24.8686,32.3263
2017-09-08,24.9839,32.4683
2017-09-11,24.9906,32.4982
2017-09-12,25.1326,32.6053
2017-09-13,25.1107,32.5712
2017-09-14,25.4168,32.9736
2017-09-15,25.4956,33.0344
2017-09-18,25.7086,33.3374
2017-09-19,25.7696,33.3904
2017-09-20,25.6659,33.2894
2017-09-21,25.6217,33.2203
2017-09-22,25.3751,32.9378
2017-09-25,25.563,33.129
2017-09-26,25.5893,33.1796
2017-09-27,25.5938,33.2206
2017-09-28,25.5203,33.0875
2017-09-29,25.586,33.1721
2017-10-02,25.8398,33.5592
2017-10-03,25.7998,33.5449
2017-10-04,25.712,33.4265
2017-10-05,25.7221,33.4497
2017-10-06,25.8035,33.562
2017-10-09,25.7554,33.5055
2017-10-10,26.0424,33.8813
2017-10-11,26.1511,34.0235
2017-10-12,26.0873,33.9524
2017-10-16,26.3059,34.2939
2017-10-17,26.3184,34.2703
2017-10-18,26.0269,33.895
2017-10-19,25.7191,33.335
2017-10-20,25.7897,33.4796
2017-10-24,25.8311,33.598
2017-10-25,25.8712,33.6983
2017-10-27,25.9924,33.8329
2017-10-30,26.0805,33.9165
2017-10-31,26.1021,33.9562
2017-11-01,26.0113,33.7825
2017-11-02,25.8269,33.4839
2017-11-03,25.8243,33.4527
2017-11-06,25.9776,33.6933
2017-11-07,26.0224,33.7409
2017-11-08,26.0589,33.7745
2017-11-09,25.8804,33.5427
2017-11-10,25.6967,33.2795
2017-11-13,25.6927,33.2539
2017-11-14,25.9585,33.6079
2017-11-15,25.7752,33.3396
2017-11-16,25.8157,33.3891
2017-11-17,26.1037,33.7762
2017-11-20,26.1113,33.8239
2017-11-21,26.0889,33.7958
2017-11-22,26.1658,33.8887
2017-11-23,26.0908,33.8067
2017-11-24,25.9741,33.603
2017-11-27,25.9985,33.6284
2017-11-28,26.1139,33.8283
2017-11-29,26.1321,33.8474
2017-11-30,26.0277,33.6666
2017-12-01,26.1213,33.7702
2017-12-04,26.1362,33.8053
2017-12-06,26.1713,33.818
2017-12-07,26.3057,34.0412
2017-12-08,26.349,34.1197
2017-12-12,26.4251,34.1748
2017-12-13,26.4767,34.2612
2017-12-14,26.6673,34.4862
2017-12-15,26.6981,34.5411
2017-12-18,26.808,34.6779
2017-12-19,26.8819,34.8153
2017-12-20,26.9967,34.9355
2017-12-21,26.9629,34.8846
2017-12-22,27.0486,35.0042
2017-12-25,27.1825,35.225
2017-12-26,27.1826,35.2407
2017-12-27,27.1922,35.2606
2017-12-28,27.0322,35.0349
2017-12-29,27.139,35.2148
2018-01-03,27.6372,35.8615
2018-01-04,27.9631,36.199
2018-01-05,27.9569,36.1936
2018-01-08,27.931,36.0822
2018-01-09,28.051,36.149
2018-01-10,28.0619,36.1135
2018-01-11,28.0753,36.2925
2018-01-12,28.1809,36.4537
2018-01-15,28.4669,36.8396
2018-01-16,28.4319,36.7973
2018-01-17,28.5255,36.8857
2018-01-18,28.3441,36.6711
2018-01-19,28.3176,36.6982
2018-01-22,28.3715,36.7653
2018-01-23,28.5843,36.9782
2018-01-24,28.6671,37.0657
2018-01-25,28.3237,36.6334
2018-01-26,28.4914,36.8754
2018-01-29,28.6407,37.0586
2018-01-30,28.4331,36.7715
2018-01-31,28.4315,36.7706
2018-02-01,28.567,36.9447
2018-02-02,28.5209,36.8293
2018-02-05,28.2054,36.4403
2018-02-06,27.8796,36.0174
2018-02-07,27.8059,35.969
2018-02-08,27.7703,35.9069
2018-02-09,27.7437,35.8353
2018-02-12,27.9194,36.1147
2018-02-13,27.965,36.1485
2018-02-14,27.8677,35.9973
2018-02-15,28.092,36.2722
2018-02-16,28.1589,36.3605
2018-02-19,28.2463,36.4561
2018-02-20,28.0901,36.2738
2018-02-21,28.2481,36.4186
2018-02-22,28.2374,36.3485
2018-02-23,28.4864,36.7172
2018-02-26,29.0508,37.4367
2018-02-27,29.093,37.4455
2018-02-28,29.0525,37.4357
2018-03-02,28.7769,37.0543
2018-03-05,28.7713,36.9799
2018-03-06,28.7017,36.8836
2018-03-07,28.4167,36.5109
2018-03-08,28.35,36.5144
2018-03-09,28.4422,36.5897
2018-03-12,28.9137,37.1547
2018-03-13,29.0493,37.3185
2018-03-14,29.0647,37.316
2018-03-15,29.0357,37.3099
2018-03-16,28.9925,37.2231
2018-03-19,28.7854,36.982
2018-03-20,28.8125,36.9577
2018-03-21,28.8042,36.9312
2018-03-22,28.7996,36.9063
2018-03-23,28.7758,36.8938
2018-03-26,28.9047,37.0796
2018-03-27,28.9144,37.0869
2018-03-28,28.7309,36.7729
2018-03-29,28.4096,36.3446
2018-03-30,28.5735,36.5812
2018-04-02,28.6553,36.684
2018-04-03,28.4377,36.3725
2018-04-04,27.8703,35.5354
2018-04-05,28.1288,35.8867
2018-04-09,28.3633,36.2554
2018-04-10,28.5681,36.447
2018-04-11,28.5636,36.4508
2018-04-12,28.6168,36.5226
2018-04-17,28.4729,36.2881
2018-04-18,28.7715,36.6838
2018-04-19,29.2129,37.2608
2018-04-20,29.3018,37.4523
2018-04-23,29.1179,37.1902
2018-04-24,29.0662,37.1293
2018-04-25,28.9125,36.9194
2018-04-26,28.851,36.7738
2018-04-27,29.06,36.9959
2018-04-30,29.054,36.9769
2018-05-02,29.2928,37.2737
2018-05-03,29.2484,37.2313
2018-05-04,29.0148,36.959
2018-05-07,29.0714,37.0064
2018-05-08,28.7854,36.5562
2018-05-09,28.7605,36.4887
2018-05-10,28.6195,36.3105
2018-05-11,28.9656,36.7697
2018-05-14,27.9056,36.9013
2018-05-15,27.8234,36.7861
2018-05-16,27.6281,36.415
2018-05-17,27.6299,36.4802
2018-05-18,27.6486,36.5561
2018-05-21,27.8903,36.8581
2018-05-22,27.7563,36.6691
2018-05-23,27.5305,36.3927
2018-05-24,27.1506,35.8834
2018-05-25,27.3322,36.122
2018-05-28,27.1696,35.9106
2018-05-30,27.0181,35.6711
2018-05-31,27.0508,35.7247
2018-06-01,27.0105,35.5635
2018-06-04,27.0958,35.6294
2018-06-05,27.3991,35.9265
2018-06-06,27.5013,36.0703
2018-06-07,27.4237,35.9164
2018-06-08,27.1808,35.5959
2018-06-11,27.2059,35.6226
2018-06-12,27.2866,35.7247
2018-06-13,27.1148,35.5221
2018-06-14,26.9231,35.3079
2018-06-15,26.8186,35.1877
2018-06-18,26.4789,34.6371
2018-06-19,26.0119,33.75
2018-06-20,26.4238,34.3321
2018-06-21,25.8596,33.6459
2018-06-22,25.9378,33.7233
2018-06-25,25.7182,33.4253
2018-06-26,25.7957,33.5348
2018-06-27,25.715,33.3895
2018-06-28,25.4615,33.0852
2018-06-29,25.5047,33.1246
2018-07-02,25.679,33.3272
2018-07-03,25.9756,33.6947
2018-07-04,26.0361,33.8011
2018-07-05,25.5627,33.2249
2018-07-06,25.8159,33.5113
2018-07-09,25.9645,33.7013
2018-07-10,26.364,34.1888
2018-07-11,26.2024,33.9827
2018-07-12,26.2401,34.0154
2018-07-13,26.2744,34.0195
2018-07-16,26.0608,33.674
2018-07-17,26.0009,33.6417
2018-07-18,26.2073,33.9259
2018-07-19,26.408,34.1649
2018-07-20,26.8866,34.7401
2018-07-23,26.9912,34.8687
2018-07-24,27.0049,34.824
2018-07-25,27.3011,35.1922
2018-07-26,27.516,35.4547
2018-07-31,27.5563,35.498
2018-08-01,27.9343,36.0029
2018-08-02,27.6717,35.6597
2018-08-03,27.7007,35.7002
2018-08-06,27.4339,35.357
2018-08-07,27.6211,35.6163
2018-08-08,27.9331,35.9917
2018-08-09,27.9244,35.9878
2018-08-10,27.5856,35.5789
2018-08-14,27.4412,35.3773
2018-08-15,27.1193,34.9542
2018-08-16,27.2193,35.0648
2018-08-17,27.3638,35.2387
2018-08-20,27.5998,35.5384
2018-08-21,27.4939,35.3828
2018-08-22,27.5725,35.5002
2018-08-23,27.7133,35.6695
2018-08-24,27.6715,35.6166
2018-08-27,27.925,35.9306
2018-08-28,27.973,36.003
2018-08-29,28.0629,36.0968
2018-08-30,27.9509,35.9647
2018-08-31,27.9729,36.0177
2018-09-03,27.95,35.9808
2018-09-04,27.8057,35.8032
2018-09-05,27.3352,35.1854
2018-09-06,27.4715,35.3504
2018-09-07,27.3828,35.2222
2018-09-10,27.4088,35.2504
2018-09-11,27.0084,34.7274
2018-09-12,27.161,34.9243
2018-09-13,27.9268,35.921
2018-09-14,27.9893,36.0002
2018-09-17,27.9127,35.8714
2018-09-18,28.3282,36.4888
2018-09-19,28.4495,36.6066
2018-09-20,28.5249,36.6661
2018-09-21,28.561,36.7359
2018-09-24,28.4458,36.578
2018-09-25,28.5075,36.6275
2018-09-26,28.4865,36.6094
2018-09-27,28.5489,36.7004
2018-09-28,28.5639,36.7052
2018-10-01,28.5964,36.7821
2018-10-02,28.357,36.4571
2018-10-03,28.2663,36.3568
2018-10-04,28.0244,36.0511
2018-10-05,27.8781,35.8341
2018-10-08,27.4981,35.3291
2018-10-09,27.5263,35.3739
2018-10-10,27.937,35.947
2018-10-11,27.344,35.0985
2018-10-12,27.5202,35.3792
2018-10-16,27.5258,35.3968
2018-10-17,27.4904,35.3571
2018-10-18,27.2922,35.1032
2018-10-19,27.0529,34.7951
2018-10-22,26.9847,34.6975
2018-10-24,26.3696,33.8774
2018-10-25,26.7816,34.3927
2018-10-26,26.4626,33.9755
2018-10-29,26.6326,34.2003
2018-10-30,26.6499,34.2228
2018-10-31,27.2503,34.9894
2018-11-01,27.1783,34.9004
2018-11-02,27.4,35.2193
2018-11-05,27.2189,34.9774
2018-11-06,27.2296,34.971
2018-11-07,27.3986,35.1677
2018-11-08,27.5281,35.3095
2018-11-09,27.2904,34.997
2018-11-12,27.0875,34.7441
2018-11-13,27.2025,34.8951
2018-11-14,27.0658,34.7189
2018-11-15,26.8659,34.4724
2018-11-16,26.8118,34.4162
2018-11-19,26.8712,34.4969
2018-11-20,26.5329,34.0139
2018-11-21,26.5577,34.0932
2018-11-22,26.3928,33.8115
2018-11-23,26.6906,34.2054
2018-11-26,26.8524,34.4169
2018-11-27,26.8869,34.4727
2018-11-28,27.0023,34.6017
2018-11-29,26.8987,34.5169
2018-11-30,27.0044,34.6326
2018-12-03,27.6325,35.4723
2018-12-04,27.6531,35.4935
2018-12-06,27.2719,35.0251
2018-12-07,27.1496,34.8885
2018-12-11,26.8158,34.4864
2018-12-12,26.9015,34.5618
2018-12-13,26.5376,34.1293
2018-12-14,26.4763,34.0498
2018-12-17,26.4027,33.9505
2018-12-18,26.095,33.5463
2018-12-19,26.3943,33.945
2018-12-20,26.3504,33.8741
2018-12-21,26.344,33.9
2018-12-24,26.2699,33.8124
2018-12-25,25.6542,33.0458
2018-12-26,25.7086,33.0653
2018-12-27,25.5397,32.8544
2018-12-28,25.8201,33.2109
2019-01-02,25.8264,33.2648
2019-01-03,25.6773,33.1001
2019-01-04,26.0432,33.5043
2019-01-07,26.3798,33.9057
2019-01-08,26.3748,33.911
2019-01-09,26.3286,33.8347
2019-01-10,26.3102,33.7824
2019-01-11,26.4164,33.9785
2019-01-14,26.1048,33.6251
2019-01-15,26.0117,33.4914
2019-01-16,26.0765,33.5504
2019-01-17,26.0855,33.6155
2019-01-18,26.1679,33.7156
2019-01-21,26.2523,33.8276
2019-01-22,26.5098,34.1151
2019-01-23,26.7491,34.3947
2019-01-24,26.7961,34.4373
2019-01-25,26.8512,34.5042
